Row,Price,Value
4968,185.56,0.36
4969,185.50,0.31
4970,185.38,-0.55
4971,186.41,-0.91
4972,186.51,0.36
4973,187.13,0.01
4974,186.76,-0.55
4975,186.59,-0.24
4976,186.39,0.08
4977,186.23,0.36
4978,186.74,0.51
4979,186.67,-0.73
4980,187.03,-0.26
4981,187.16,0.8
4982,187.36,-0.07
4983,187.71,-0.05
4984,187.62,-0.74
4985,187.41,-0.97
4986,187.52,0.12
4987,187.62,-0.88
4988,187.68,0.42
4989,187.82,0.06
4990,187.58,0.21
4991,187.68,-0.51
4992,187.61,-0.09
4993,187.54,-0.36
4994,187.49,0.82
4995,187.50,-0.92
4996,187.58,-0.56
4997,187.68,0.57
4998,187.67,-0.07
4999,187.61,-0.32
5000,187.64,-0.55
5001,187.44,-0.55
5002,187.62,-0.77
5003,187.63,-0.28
5004,187.88,-0.02
5005,187.91,0.81
5006,188.33,-0.92
5007,188.35,0.17
5008,187.70,-1
5009,188.04,0.08
5010,190.15,-0.95
5011,190.57,-0.59
5012,190.20,-0.58
5013,190.00,0.59
5014,189.62,-0.17
5015,189.69,-0.47
5016,190.04,0.99
5017,189.96,-0.05
5018,190.07,-0.33
5019,190.22,0.46
5020,190.21,-0.4
5021,190.30,0.21
5022,190.18,0.12
5023,190.37,0.44
5024,190.31,-0.92
5025,190.35,0.58
5026,190.17,0.28
5027,190.07,0.36
5028,190.01,-0.12
5029,190.00,0.32
5030,190.00,0.27
5031,189.88,-0.23
5032,190.06,-0.43
5033,190.23,0.64
5034,190.19,-0.96
5035,190.17,0.36
5036,190.28,0.46
5037,190.12,0.72
5038,190.27,0.16
5039,190.18,-0.04
5040,190.22,-0.89
5041,190.30,-0.54
5042,190.45,-0.54
5043,190.48,0.34
5044,190.40,0.73
5045,190.48,-0.29
5046,190.52,-0.11
5047,190.60,-0.39
5048,190.59,0
5049,190.49,-0.37
5050,190.36,-0.96
5051,190.58,-0.52
5052,190.36,0.81
5053,190.70,0.35
5054,190.91,-0.5
5055,191.15,0.36
5056,190.92,0.54
5057,190.95,-0.77
5058,191.08,0.79
5059,190.97,-0.54
5060,191.05,0.43
5061,190.92,-0.21
5062,191.04,-0.29
5063,191.19,-0.9
5064,191.14,-0.77
5065,191.05,0.99
5066,191.10,0.72
5067,191.05,0.74
5068,190.97,-0.72
5069,190.88,-0.67
5070,190.65,0.45
5071,190.70,0.05
5072,190.64,0.71
5073,190.46,0.96
5074,190.36,-0.16
5075,190.49,-0.95
5076,190.54,-0.16
5077,190.38,0.5
5078,190.42,-0.53
5079,190.36,0.61
5080,190.47,-0.09
5081,190.60,-0.87
5082,190.66,-0.78
5083,190.76,0.92
5084,190.63,-0.03
5085,190.74,-0.29
5086,190.30,-0.44
5087,190.38,0.05
5088,189.29,-0.93
5089,189.28,-0.97
5090,188.95,0.96
5091,188.99,-0.14
5092,189.08,-0.08
5093,188.95,0.75
5094,188.98,-0.33
5095,188.68,-0.32
5096,188.96,-0.84
5097,188.74,-0.3
5098,188.59,0.89
5099,188.41,-0.76
5100,188.27,-0.94
5101,188.14,0.58
5102,187.95,-0.69
5103,187.84,0.25
5104,188.08,0.88
5105,188.06,-0.7
5106,188.21,-0.32
5107,188.31,0.04
5108,188.01,0.7
5109,187.98,0.93
5110,188.11,0.8
5111,188.44,0.7
5112,188.31,0.91
5113,188.22,-0.32
5114,188.14,-0.5
5115,188.15,0.33
5116,188.00,-0.03
5117,188.29,0.32
5118,188.23,-0.17
5119,188.27,-0.13
5120,188.21,0.71
5121,188.33,-0.13
5122,188.14,-0.64
5123,187.90,0.55
5124,187.99,-0.52
5125,188.02,0.79
5126,187.92,-0.63
5127,189.93,-0.58
5128,189.91,0.77
5129,190.02,0.04
5130,190.48,0.4
5131,190.42,-0.36
5132,190.40,0
5133,190.38,-0.92
5134,190.13,0.23
5135,190.03,0.19
5136,190.17,0.52
5137,190.43,-0.93
5138,190.48,-0.71
5139,190.58,-0.76
5140,190.77,-0.35
5141,190.97,-0.34
5142,190.92,0.25
5143,191.23,-0.3
5144,191.05,0.48
5145,190.97,-0.13
5146,190.98,-1
5147,191.20,0.95
5148,191.31,-0.04
5149,191.15,-0.78
5150,191.14,0.6
5151,191.03,-0.96
5152,190.92,-0.42
5153,190.76,-0.78
5154,190.64,-0.41
5155,190.92,-0.71
5156,190.98,-0.38
5157,190.83,0.73
5158,190.84,0.32
5159,191.07,0.38
5160,191.05,-0.95
5161,190.98,0.9
5162,190.91,0.72
5163,190.88,0.23
5164,190.94,0.92
5165,191.03,0.5
5166,191.27,-0.43
5167,191.81,0.29
5168,191.26,0.84
5169,191.62,0.94
5170,191.50,0.87
5171,191.54,0.87
5172,191.67,-0.12
5173,191.41,-0.72
5174,191.41,0.67
5175,191.46,0.9
5176,191.44,0.5
5177,191.49,-0.82
5178,191.61,-0.25
5179,191.65,0.81
5180,191.70,-0.24
5181,191.73,0.56
5182,191.73,0.65
5183,191.67,-0.18
5184,191.49,-0.38
5185,191.57,-0.05
5186,191.48,0.07
5187,191.26,0.71
5188,191.22,-0.08
5189,191.25,0.92
5190,191.24,0.86
5191,191.05,-0.93
5192,191.05,-0.35
5193,191.23,-0.12
5194,191.40,-0.7
5195,191.50,0.53
5196,191.53,0.93
5197,191.55,-0.99
5198,191.48,0.18
5199,191.43,0.9
5200,191.41,0.85
5201,191.43,-0.94
5202,191.50,-0.2
5203,191.50,-0.88
5204,191.33,0.93
5205,192.48,0.95
5206,192.24,-0.45
5207,192.36,0.15
5208,191.92,-0.54
5209,191.91,-0.42
5210,191.80,0.48
5211,191.81,0.96
5212,191.28,-0.02
5213,191.17,0.11
5214,191.23,0.77
5215,191.30,0.84
5216,191.21,-0.54
5217,191.19,0.69
5218,191.19,-0.77
5219,191.32,-0.98
5220,190.99,0.52
5221,191.04,0.81
5222,191.35,0.96
5223,191.12,-0.42
5224,190.92,0.65
5225,190.89,-0.6
5226,190.80,-0.57
5227,190.75,-0.41
5228,190.72,-0.15
5229,190.81,0.56
5230,190.76,-0.05
5231,190.75,0.04
5232,190.80,-0.92
5233,190.79,-0.87
5234,190.74,0.97
5235,190.64,-0.85
5236,190.58,0.92
5237,190.64,-0.47
5238,190.78,-0.96
5239,190.75,0.33
5240,190.78,0.91
5241,190.88,0
5242,190.70,-0.13
5243,190.92,0.97
5244,189.41,0.8
5245,189.89,0.24
5246,189.87,0.58
5247,189.94,0.08
5248,190.22,-0.17
5249,190.47,-0.35
5250,190.27,-0.78
5251,190.36,-0.32
5252,190.71,0.64
5253,190.92,-0.64
5254,190.63,-0.25
5255,190.59,0.87
5256,190.71,0.34
5257,190.91,-0.79
5258,190.79,-0.62
5259,190.67,-0.03
5260,191.08,-0.28
5261,191.43,-0.86
5262,191.25,0.95
5263,191.14,-0.17
5264,191.06,0.98
5265,191.17,-0.61
5266,191.35,0.87
5267,191.31,0.86
5268,191.41,-0.04
5269,191.46,0.52
5270,191.40,0.36
5271,191.48,-0.73
5272,191.44,-0.71
5273,191.44,-0.75
5274,191.30,-0.8
5275,191.41,-0.31
5276,191.18,-0.11
5277,191.46,-0.3
5278,191.62,0.69
5279,191.79,0.68
5280,191.69,0.43
5281,191.69,-0.67
5282,191.55,-0.96
5283,190.56,0.68
5284,190.86,0.43
5285,190.37,-0.32
5286,190.26,-0.7
5287,190.11,0.03
5288,190.19,-0.7
5289,190.24,0.01
5290,190.31,-0.86
5291,190.23,0.66
5292,190.41,-0.11
5293,190.36,-0.25
5294,190.33,-0.18
5295,190.33,0.13
5296,190.21,-0.75
5297,190.39,0.14
5298,190.35,0.86
5299,190.03,0.97
5300,190.13,-0.26
5301,190.03,0.95
5302,190.21,-0.38
5303,190.20,-0.16
5304,190.26,0.27
5305,190.23,0.97
5306,190.25,0.91
5307,190.11,0.85
5308,190.16,-0.72
5309,190.27,0.92
5310,190.40,0.32
5311,190.32,-0.68
5312,190.39,0.19
5313,190.34,0.27
5314,190.31,0.76
5315,190.25,-0.28
5316,190.40,0.17
5317,190.40,-0.42
5318,190.42,-0.77
5319,190.36,0.21
5320,190.46,0.23
5321,190.40,0.62
5322,191.45,-0.35
5323,191.65,0.23
5324,191.52,0.05
5325,191.03,0.82
5326,191.43,-0.86
5327,191.42,0.63
5328,191.18,0.74
5329,191.26,-0.79
5330,191.67,-0.69
5331,191.95,0.05
5332,192.16,0.42
5333,192.20,-0.34
5334,192.40,0.13
5335,192.30,-0.71
5336,192.48,0.73
5337,192.21,-0.65
5338,192.17,-0.5
5339,192.17,0.87
5340,192.12,-0.38
5341,191.81,0.37
5342,191.97,-0.74
5343,192.15,0.86
5344,192.34,0.37
5345,192.36,0.28
5346,192.37,-0.69
5347,192.21,-0.37
5348,192.34,-0.49
5349,192.48,0.89
5350,192.32,-0.01
5351,192.17,0.08
5352,192.19,0.33
5353,192.10,0.42
5354,192.10,0.78
5355,191.97,0.81
5356,191.92,-0.94
5357,192.09,0.84
5358,192.30,0.61
5359,191.94,-0.83
5360,192.00,0.84
5361,191.72,-0.8
5362,191.91,-0.79
5363,192.06,0.09
5364,192.11,0.3
5365,192.09,-0.81
5366,192.01,-0.23
5367,192.27,0.19
5368,192.30,-0.65
5369,192.12,-0.77
5370,192.28,-0.92
5371,192.21,0.25
5372,192.27,-0.85
5373,192.15,-0.24
5374,191.99,-0.66
5375,192.05,-0.96
5376,191.82,-0.72
5377,191.74,0.14
5378,191.87,-0.91
5379,192.02,0.42
5380,191.81,0.96
5381,191.93,0.1
5382,191.88,-0.38
5383,191.91,0.6
5384,191.73,-0.89
5385,191.78,-0.53
5386,191.75,0.02
5387,191.80,0.58
5388,191.79,-0.6
5389,191.76,-0.64
5390,191.82,0.15
5391,191.33,0.02
5392,191.47,0.86
5393,191.42,0.32
5394,191.41,-0.78
5395,191.18,-0.18
5396,190.69,-0.58
5397,190.48,-0.88
5398,190.27,0.67
5399,191.66,-0.93
5400,189.91,0.9
5401,189.77,0.8
5402,190.09,-0.86
5403,190.17,-0.03
5404,189.96,0.39
5405,189.75,-0.48
5406,190.15,0.5
5407,190.15,0.12
5408,190.13,0.24
5409,190.08,0.27
5410,190.10,-0.18
5411,190.33,-0.63
5412,190.64,-0.45
5413,190.61,-0.55
5414,190.69,0.09
5415,190.67,-0.23
5416,191.02,-0.73
5417,191.24,0.05
5418,191.17,-0.75
5419,191.14,0.13
5420,191.12,-0.97
5421,191.18,0.91
5422,191.13,0.3
5423,191.17,-0.1
5424,191.23,0.76
5425,191.40,0.06
5426,191.44,0.8
5427,191.60,-0.89
5428,191.63,-0.34
5429,191.57,0.2
5430,191.57,-0.04
5431,191.74,-0.63
5432,191.83,-0.95
5433,191.81,0.38
5434,191.76,1
5435,191.72,0.04
5436,191.64,-0.79
5437,191.70,-0.82
5438,191.60,0.91
5439,193.39,0.29
5440,193.15,0.22
5441,193.18,-0.82
5442,193.24,0.97
5443,193.30,-0.48
5444,193.08,-0.93
5445,192.97,0.9
5446,193.07,-0.41
5447,192.93,0.34
5448,192.70,-0.94
5449,192.52,-0.09
5450,192.53,0.58
5451,192.35,-0.94
5452,192.15,-0.65
5453,192.44,0.86
5454,192.76,0.98
5455,192.59,0.61
5456,192.77,0.04
5457,192.91,0.03
5458,192.50,-0.46
5459,192.64,0.58
5460,192.77,0.93
5461,192.69,-0.88
5462,192.53,0.1
5463,192.49,0.11
5464,192.84,0.55
5465,192.85,0.62
5466,192.57,-0.67
5467,192.71,-0.09
5468,192.76,0.26
5469,192.60,0.97
5470,192.79,0.69
5471,192.81,0.77
5472,192.99,-0.08
5473,192.87,-0.25
5474,192.78,0.5
5475,192.75,0.01
5476,192.54,0.16
5477,192.99,0.52
5478,193.14,0.36
5479,193.10,0.86
5480,193.24,0.12
5481,192.81,0.8
5482,193.08,-0.81
5483,192.92,0.63
5484,193.09,0.24
5485,192.54,0.93
5486,192.75,0.57
5487,192.73,-0.15
5488,192.98,-0.27
5489,193.03,0.63
5490,193.23,0.33
5491,193.29,-0.15
5492,193.47,0.86
5493,193.78,0.04
5494,193.72,-0.48
5495,193.92,0.47
5496,193.87,0.86
5497,193.79,-0.38
5498,193.80,0.81
5499,193.70,-0.34
5500,193.42,0.39
5501,193.54,-0.14
5502,193.66,1
5503,193.79,-0.12
5504,193.81,0.27
5505,193.86,-0.99
5506,193.72,-0.34
5507,193.72,-0.44
5508,193.86,0
5509,193.85,0.82
5510,193.74,0.95
5511,193.70,-0.42
5512,193.58,0.18
5513,193.74,-0.74
5514,193.92,-0.05
5515,194.46,1
5516,194.83,-0.09
5517,194.97,-0.96
5518,194.85,0.12
5519,195.19,0.1
5520,195.65,-0.7
5521,195.44,-0.85
5522,195.03,-0.61
5523,195.39,-0.26
5524,195.17,-0.55
5525,195.18,0.58
5526,195.16,0.96
5527,194.98,-0.72
5528,194.87,-0.13
5529,194.65,0.3
5530,195.02,-0.36
5531,194.95,-0.25
5532,194.58,0.57
5533,194.61,0.13
5534,194.62,-0.98
5535,194.52,0.96
5536,194.27,0.87
5537,194.18,-0.77
5538,194.30,-0.89
5539,194.76,-0.75
5540,194.81,-0.64
5541,194.66,0.61
5542,194.52,0.71
5543,194.56,-0.41
5544,194.72,0.38
5545,194.57,0.74
5546,194.67,0.68
5547,194.64,0.83
5548,194.65,0.28
5549,194.64,-0.9
5550,194.45,0.15
5551,194.40,0.56
5552,194.48,-0.03
5553,194.43,0.97
5554,194.47,-0.37
5555,194.23,-0.09
5556,194.87,-0.89
5557,194.74,-0.89
5558,194.47,0.49
5559,194.27,0.66
5560,193.90,-0.91
5561,194.36,0.34
5562,194.18,0.29
5563,193.20,-0.45
5564,193.59,0.61
5565,193.68,-0.26
5566,193.68,0.48
5567,193.82,0.19
5568,193.83,0.36
5569,193.49,0.57
5570,193.53,-0.93
5571,192.89,0.72
5572,192.93,-0.51
5573,192.81,0.6
5574,191.80,-0.63
5575,192.17,-0.72
5576,191.80,-0.11
5577,191.87,-0.78
5578,191.76,0.59
5579,191.87,0.2
5580,191.63,0.47
5581,191.61,0.65
5582,191.84,-0.64
5583,191.64,0.63
5584,191.28,-0.6
5585,191.26,0.56
5586,190.47,0
5587,190.27,-0.59
5588,190.17,0.42
5589,190.53,-0.77
5590,190.52,-0.36
5591,190.14,0.93
5592,190.53,0.45
5593,190.94,-0.02
5594,190.91,-0.37
5595,190.71,-0.94
5596,190.09,0.82
5597,189.91,0.58
5598,190.31,0.67
5599,190.08,0.14
5600,190.10,0.62
5601,189.88,-0.58
5602,189.73,0.9
5603,189.63,-0.63
5604,189.72,0.1
5605,189.63,-0.78
5606,189.74,0.35
5607,189.56,-0.92
5608,189.82,0.26
5609,189.94,-0.43
5610,189.91,0.59
5611,189.69,-0.58
5612,189.79,-0.77
5613,189.85,-0.39
5614,189.16,0.78
5615,189.54,-0.66
5616,189.76,-0.9
5617,189.91,0.38
5618,190.03,-0.82
5619,190.05,0.85
5620,189.82,-0.98
5621,189.98,-0.34
5622,189.99,0.55
5623,189.97,-0.11
5624,189.84,0.95
5625,189.90,-0.9
5626,189.75,0.51
5627,189.82,0.61
5628,189.80,-0.07
5629,189.68,-0.17
5630,189.86,-0.07
5631,190.01,-0.85
5632,189.98,-0.31
5633,189.99,0.74
5634,190.81,0.03
5635,190.24,-0.66
5636,190.23,0.45
5637,190.12,0.31
5638,189.87,0.88
5639,189.46,-0.66
5640,189.76,0.64
5641,189.61,0.45
5642,189.67,-0.03
5643,190.07,-0.69
5644,189.94,0.19
5645,190.00,-0.87
5646,190.06,-0.54
5647,190.29,0.03
5648,190.53,0.1
5649,190.65,0.05
5650,191.19,0.49
5651,191.90,0.13
5652,191.75,0.13
5653,191.93,0.19
5654,191.65,0.68
5655,191.92,-0.56
5656,191.15,0.39
5657,191.38,-0.63
5658,191.14,0.07
5659,191.26,0.21
5660,191.34,0.29
5661,191.17,0.83
5662,191.23,-0.86
5663,191.24,0.79
5664,191.55,0.68
5665,191.35,0.48
5666,191.59,0.52
5667,191.50,-0.32
5668,191.31,0.11
5669,191.09,0.6
5670,191.14,0.48
5671,191.10,-0.86
5672,190.61,-0.65
5673,198.63,0.58
5674,197.97,-0.5
5675,198.75,-0.29
5676,198.35,-0.82
5677,199.26,-0.36
5678,199.61,-0.82
5679,199.97,-0.74
5680,201.03,0.87
5681,200.40,0.83
5682,200.19,0.76
5683,200.27,-0.54
5684,200.88,0.02
5685,199.84,-0.34
5686,199.96,0.97
5687,199.93,0.13
5688,200.24,-0.96
5689,200.30,-0.21
5690,200.02,-0.49
5691,200.12,0.1
5692,199.94,0.85
5693,200.14,0.37
5694,200.51,-0.5
5695,200.74,0.48
5696,200.54,-0.07
5697,200.53,-0.88
5698,200.12,-0.77
5699,200.02,0.56
5700,199.83,-0.43
5701,200.24,-0.53
5702,200.47,-0.93
5703,200.28,0.92
5704,199.90,0.23
5705,200.22,-0.62
5706,200.24,0.43
5707,200.40,0.79
5708,200.81,0.48
5709,200.89,-0.68
5710,201.52,-0.78
5711,201.63,0.69
5712,201.35,0.82
5713,202.62,-0.97
5714,203.30,0.74
5715,203.81,0.56
5716,204.13,0.35
5717,204.75,0.17
5718,205.53,0.78
5719,206.12,-0.33
5720,205.91,0.96
5721,205.26,-0.43
5722,206.22,-0.42
5723,206.42,-0.76
5724,206.92,-0.04
5725,206.28,0.09
5726,206.67,-0.95
5727,206.73,0.1
5728,206.95,0
5729,206.50,-0.32
5730,206.66,-0.49
5731,206.46,0.83
5732,206.42,0.64
5733,206.85,0.61
5734,206.84,0.32
5735,206.78,0.54
5736,207.09,0.07
5737,207.71,-0.09
5738,207.91,0.45
5739,208.22,-0.55
5740,207.96,0.63
5741,207.72,0.09
5742,207.97,-0.63
5743,207.89,0.9
5744,207.75,-0.57
5745,207.84,-0.78
5746,207.71,-0.18
5747,207.56,-0.92
5748,207.52,0.74
5749,207.90,-0.05
5750,207.43,0.63
5751,206.00,0.92
5752,206.02,0.18
5753,206.17,0.62
5754,207.03,-0.41
5755,206.65,0.91
5756,207.21,0
5757,207.03,0.3
5758,207.22,-0.65
5759,206.61,0.5
5760,206.97,0.98
5761,207.14,0.09
5762,207.25,0.84
5763,206.96,-0.65
5764,207.28,0.99
5765,207.02,-0.05
5766,207.14,0.57
5767,207.76,0.69
5768,208.04,-0.16
5769,208.40,0.49
5770,208.41,0.25
5771,208.46,-0.18
5772,208.59,0.06
5773,208.61,0.41
5774,208.17,0.12
5775,208.22,0.21
5776,208.08,-0.55
5777,208.24,0.02
5778,208.16,-0.54
5779,207.78,-0.52
5780,207.75,-0.49
5781,207.56,0.45
5782,207.43,0.13
5783,207.47,-0.13
5784,207.57,-0.18
5785,207.81,0.28
5786,207.58,-0.75
5787,207.58,-0.26
5788,207.65,-0.89
5789,208.00,-0.69
5790,207.85,-0.67
5791,208.14,-0.98
5792,208.20,-0.45
5793,208.02,0.4
5794,208.18,-0.87
5795,207.75,0
5796,207.50,-0.49
5797,207.59,0.91
5798,207.64,0.7
5799,207.36,-0.15
5800,207.36,0.08
5801,207.72,-0.55
5802,208.18,-0.56
5803,208.22,0.37
5804,208.19,0.14
5805,208.27,0.34
5806,208.80,0.96
5807,208.77,-0.85
5808,208.75,-0.91
5809,208.65,-0.07
5810,208.70,0.17
5811,209.00,0.49
5812,208.94,-0.71
5813,209.03,0.32
5814,208.85,-0.6
5815,208.90,-0.61
5816,208.70,-0.13
5817,208.76,0.74
5818,208.89,0.68
5819,209.00,-0.83
5820,209.10,0.9
5821,209.12,0.24
5822,209.09,0.78
5823,208.97,0.46
5824,209.01,0.46
5825,209.17,-0.05
5826,209.14,0.5
5827,209.04,-0.93
5828,209.06,-0.91
5829,209.23,-0.49
5830,208.01,0.88
5831,208.23,-0.38
5832,207.62,0.5
5833,207.17,-0.01
5834,207.69,0.21
5835,208.01,-0.8
5836,207.53,-0.29
5837,207.29,0.49
5838,207.53,0.53
5839,207.28,-0.92
5840,207.07,0.88
5841,206.96,-0.12
5842,207.15,0.93
5843,207.13,-0.64
5844,206.94,-0.21
5845,207.16,0.91
5846,207.30,0.46
5847,207.14,-0.81
5848,207.24,-0.79
5849,207.48,0.96
5850,207.43,-0.06
5851,207.40,-0.83
5852,207.32,0.77
5853,207.17,0.81
5854,207.30,0.99
5855,207.56,0.62
5856,207.59,-0.79
5857,207.55,-0.59
5858,207.57,0.22
5859,207.38,0.54
5860,207.26,0.19
5861,207.24,0.46
5862,207.01,0.76
5863,207.22,-0.71
5864,207.02,0.85
5865,207.25,-0.93
5866,207.19,-0.76
5867,207.12,-0.51
5868,206.10,0.54
5869,205.95,0.05
5870,206.09,0.03
5871,207.05,0.77
5872,206.75,-0.54
5873,207.02,-0.95
5874,206.66,0.87
5875,207.43,0.9
5876,207.54,-0.18
5877,207.05,-0.26
5878,207.05,0.38
5879,207.05,0.73
5880,207.36,0.95
5881,207.04,0.21
5882,206.76,0.14
5883,206.63,-0.85
5884,206.87,-0.78
5885,206.85,0.99
5886,207.10,-0.89
5887,207.28,-0.68
5888,207.20,-0.18
5889,207.14,0.82
5890,207.21,0.14
5891,207.01,-0.3
5892,206.87,0.46
5893,206.98,0.83
5894,207.13,-0.73
5895,207.03,-0.19
5896,207.16,0.55
5897,207.43,0.05
5898,207.35,0.36
5899,207.23,0.65
5900,207.34,-0.04
5901,207.28,-0.36
5902,207.36,0.09
5903,207.34,-0.38
5904,207.36,-0.76
5905,207.29,-0.71
5906,207.26,-0.85
5907,208.31,0.2
5908,208.34,-0.38
5909,208.56,0.99
5910,209.30,0.32
5911,209.14,-0.97
5912,209.47,-0.72
5913,209.27,-0.72
5914,209.26,-0.85
5915,208.85,-0.2
5916,208.46,-0.17
5917,208.45,-0.48
5918,208.96,0.06
5919,209.07,0.05
5920,208.83,0.99
5921,208.95,-0.95
5922,209.16,-0.65
5923,209.32,0.84
5924,209.25,-0.87
5925,209.28,0.68
5926,209.37,0.24
5927,209.56,-0.29
5928,209.52,-0.81
5929,209.66,0.89
5930,209.43,-0.56
5931,209.47,0.41
5932,209.54,-0.23
5933,209.49,0.93
5934,209.57,0.2
5935,209.53,-0.65
5936,209.65,-0.75
5937,209.57,-0.54
5938,209.67,0.43
5939,209.41,-0.84
5940,209.46,-0.35
5941,209.65,0.49
5942,209.58,0.91
5943,209.61,0.33
5944,209.26,-0.64
5945,208.99,0.95
5946,208.18,0.49
5947,208.65,-0.37
5948,208.06,0.95
5949,208.06,0.8
5950,208.70,-0.12
5951,208.48,-0.73
5952,208.65,-0.72
5953,208.27,0.47
5954,207.96,-0.89
5955,207.95,0.39
5956,208.10,-0.45
5957,208.29,-0.7
5958,208.26,0.94
5959,208.19,0.31
5960,207.98,-0.63
5961,207.93,-0.93
5962,208.09,0.04
5963,208.07,0.77
5964,208.00,0.81
5965,207.86,0.1
5966,207.88,-0.06
5967,207.87,0.33
5968,207.61,0.95
5969,207.62,0.39
5970,207.41,0.44
5971,207.02,0.7
5972,206.94,0.09
5973,207.09,-0.86
5974,207.08,-0.32
5975,206.75,-0.11
5976,207.17,-0.28
5977,207.23,0.02
5978,207.23,0.96
5979,207.23,0.05
5980,207.54,-0.34
5981,207.84,0.11
5982,207.82,0.38
5983,207.69,0.55
5984,207.53,0.32
5985,208.13,-0.45
5986,209.11,0.18
5987,209.41,0.42
5988,209.97,0.76
5989,210.44,0.51
5990,210.71,-0.15
5991,210.48,0.4
5992,210.28,0.92
5993,210.34,0.44
5994,210.32,-0.57
5995,209.64,-0.16
5996,209.58,0.23
5997,209.81,0.86
5998,209.69,-0.36
5999,209.28,-0.54
6000,209.39,-0.74
6001,209.51,0.36
6002,209.17,-0.58
6003,209.49,-0.83
6004,209.23,0.22
6005,209.25,0.89
6006,209.01,-0.04
6007,209.35,-0.11
6008,209.35,0.28
6009,209.36,0.05
6010,209.36,-0.13
6011,209.52,-0.48
6012,209.66,-0.59
6013,209.84,0.97
6014,209.83,-0.16
6015,209.62,-0.68
6016,209.63,0.62
6017,209.37,-0.7
6018,209.38,-0.79
6019,209.39,0.72
6020,209.19,0.71
6021,209.49,0.02
6022,209.44,0.39
6023,208.87,0.69
6024,209.41,-0.82
6025,209.07,-0.41
6026,209.19,0.06
6027,208.70,0.78
6028,209.24,-0.16
6029,209.42,0.72
6030,209.63,0.81
6031,209.58,-0.4
6032,209.63,0.48
6033,209.45,-0.34
6034,209.02,0.47
6035,209.25,-0.37
6036,209.12,-0.36
6037,209.48,0.41
6038,209.28,0.82
6039,209.42,0.99
6040,209.44,-0.21
6041,209.72,0.59
6042,209.62,-0.34
6043,209.35,0.88
6044,209.24,-0.25
6045,209.40,-0.49
6046,209.36,0.89
6047,209.29,0.49
6048,209.40,0.47
6049,209.38,-0.89
6050,209.55,-0.55
6051,209.44,-0.35
6052,209.64,0.75
6053,209.62,0.93
6054,209.76,-0.19
6055,209.61,-0.84
6056,209.64,-0.53
6057,209.72,-0.21
6058,209.69,0.22
6059,209.65,0.03
6060,209.65,0.2
6061,209.70,0.77
6062,209.75,-0.91
6063,209.58,-0.97
6064,209.53,0.23
6065,209.13,-0.89
6066,208.86,0.07
6067,208.77,0.27
6068,208.53,0.57
6069,209.13,0.64
6070,208.96,-0.3
6071,208.59,0.45
6072,209.07,-0.58
6073,208.78,-0.02
6074,208.87,0.97
6075,208.86,0.98
6076,208.86,0.24
6077,208.43,-0.12
6078,208.77,-0.32
6079,208.77,-0.1
6080,208.98,-0.77
6081,209.17,0.68
6082,209.11,-0.9
6083,209.17,-0.02
6084,209.71,0.5
6085,209.57,-0.13
6086,209.79,-0.49
6087,209.75,0.47
6088,209.69,-0.17
6089,209.52,-0.51
6090,209.17,-0.67
6091,209.27,-0.11
6092,209.19,-0.55
6093,209.46,0.69
6094,209.24,-0.53
6095,209.70,-0.88
6096,209.82,0.9
6097,209.88,0.24
6098,210.02,-0.46
6099,210.26,-0.44
6100,210.65,0.92
6101,210.15,-0.58
6102,211.78,0.62
6103,212.13,0.14
6104,211.92,-0.46
6105,212.24,0.98
6106,212.55,0.23
6107,212.91,0.08
6108,212.98,-0.33
6109,212.90,0
6110,212.88,0.59
6111,213.16,-0.59
6112,213.50,0.42
6113,213.35,-0.08
6114,213.24,0.23
6115,213.30,0.72
6116,213.23,0.51
6117,213.40,0.97
6118,213.58,0.52
6119,213.35,-0.57
6120,213.26,-0.07
6121,213.09,-0.98
6122,213.18,-0.11
6123,213.19,-0.62
6124,213.31,-0.13
6125,213.34,-0.93
6126,213.35,-0.15
6127,213.20,-0.17
6128,213.34,0.96
6129,213.70,0.99
6130,213.69,0.59
6131,213.28,0.89
6132,213.37,0.8
6133,213.52,0.76
6134,213.54,0.51
6135,213.48,-0.82
6136,213.58,-0.21
6137,213.78,-0.39
6138,213.68,0.76
6139,213.45,0.98
6140,213.48,0.03
6141,214.59,0.67
6142,214.86,-0.39
6143,214.68,-0.62
6144,214.15,0.43
6145,214.34,-0.84
6146,214.42,-0.02
6147,214.74,-0.94
6148,214.75,0.29
6149,215.30,0.99
6150,215.67,0.28
6151,215.87,0.02
6152,216.05,0.59
6153,216.19,-0.3
6154,216.56,0.99
6155,217.31,0.09
6156,216.77,0.14
6157,216.53,-0.53
6158,216.84,0.44
6159,216.31,0.97
6160,216.30,-0.82
6161,216.33,0.49
6162,216.58,-0.57
6163,216.39,0.52
6164,216.29,0.6
6165,216.43,0.93
6166,216.31,0.17
6167,216.73,-0.7
6168,217.43,0.64
6169,217.29,0.16
6170,217.30,0.77
6171,216.99,-0.9
6172,217.12,0.46
6173,217.36,-0.59
6174,217.15,-0.96
6175,217.15,1
6176,217.09,-0.61
6177,217.74,-0.87
6178,217.46,0.38
6179,217.60,-0.11
6180,218.98,-0.66
6181,218.64,0.38
6182,217.46,-0.51
6183,217.75,-0.81
6184,217.04,0.96
6185,216.50,0.85
6186,216.42,0.75
6187,216.17,0.19
6188,215.84,0.68
